TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,IsBadWeather,WeatherAssessment,Progress,Weekend,DayCount,Delay,predict
109,69,2,2,67,341,41072,0,38.46153846153847,61.46788990825688,0,207,20,20.023998349360923
86,67,2,2,65,349,42516,0,16.129032258064516,75.5813953488372,0,179,4,4.09168910920495
117,27,1,1,26,184,17190,0,23.809523809523807,22.22222222222222,0,235,24,24.047597561427903
110,61,2,2,59,291,39437,0,38.095238095238095,53.63636363636364,0,208,35,34.55791790260061
92,26,2,1,24,156,17276,0,3.8461538461538463,26.08695652173913,0,96,19,18.92048282969678
145,142,1,1,141,679,90711,0,14.285714285714285,97.24137931034484,0,348,21,20.954626781660597
87,2,1,1,1,12,1095,0,16.129032258064516,1.1494252873563218,0,12,11,10.93803891431658
140,121,2,2,119,611,74029,0,4.761904761904762,85.0,0,320,17,17.107571119701575
112,16,1,1,15,91,9998,0,3.8461538461538463,13.392857142857142,0,69,40,40.04977429595188
109,69,2,2,67,345,41072,1,38.46153846153847,61.46788990825688,0,210,20,19.888836194435285
131,26,3,1,23,144,19769,1,0.0,17.557251908396946,0,70,34,33.361809696426874
132,84,3,3,81,445,55668,1,16.129032258064516,61.36363636363637,0,154,6,5.558053439012198
83,49,2,2,47,256,33353,1,19.047619047619047,56.62650602409639,0,182,24,24.13455272873104
110,47,2,1,45,243,29280,0,16.129032258064516,40.909090909090914,1,127,2,1.961899819036958
150,74,2,2,72,399,46456,0,38.46153846153847,48.0,1,211,11,10.899552172902771
113,112,1,1,111,583,71532,0,16.129032258064516,98.23008849557522,1,351,14,14.2950511808087
131,26,3,1,23,144,19769,0,0.0,17.557251908396946,1,72,34,33.26049010580705
93,28,1,1,27,153,22871,0,15.384615384615383,29.03225806451613,1,128,29,28.827933577551235
148,94,3,3,91,498,61598,0,23.809523809523807,61.48648648648649,1,240,42,41.72589340789583
128,119,1,1,118,599,74384,0,0.0,92.1875,1,296,19,18.93652082867699
83,49,2,2,47,256,33353,0,19.047619047619047,56.62650602409639,1,184,24,24.08353576356309
148,110,0,0,110,568,68751,0,0.0,74.32432432432432,1,296,4,3.975938009358984
132,86,3,3,83,454,56309,0,16.129032258064516,62.87878787878788,0,157,6,5.099509432848478
150,99,2,2,97,504,65071,0,14.285714285714285,64.66666666666666,0,353,38,37.9058945008526
99,28,2,1,26,140,19037,0,3.225806451612903,26.262626262626267,0,73,6,5.98463600637821
117,68,1,1,67,360,44003,0,35.483870967741936,57.26495726495726,0,241,14,13.962697357586665
121,2,2,0,0,29,0,0,16.129032258064516,0.0,0,17,6,6.105195022575074
118,61,1,0,60,337,37536,0,7.6923076923076925,50.84745762711864,0,269,9,9.04160145636503
129,49,3,2,46,287,31853,0,3.225806451612903,35.65891472868217,0,101,9,8.997938111951456
110,42,1,1,41,196,25393,1,14.285714285714285,37.27272727272727,0,158,19,18.98864826411024
148,96,3,3,93,506,63169,1,23.809523809523807,62.83783783783784,0,242,42,40.48668239036798
125,102,1,1,101,534,68455,1,15.384615384615383,80.80000000000001,0,354,6,5.932727178436622
115,48,1,1,47,237,28570,1,7.6923076923076925,40.869565217391305,0,271,19,18.9677045231863
142,32,3,1,29,173,20267,1,3.8461538461538463,20.422535211267608,0,75,9,9.623737318118812
86,71,2,1,69,365,45751,1,16.129032258064516,80.23255813953489,0,187,4,4.192222266603281
140,123,2,2,121,622,74756,1,4.761904761904762,86.42857142857143,0,327,17,17.00080719562608
111,46,2,1,44,250,24609,1,16.129032258064516,39.63963963963964,0,131,7,6.749432500392473
111,83,2,2,81,427,49897,0,0.0,72.97297297297297,0,300,29,29.054752634329148
140,139,1,1,138,717,89862,0,14.285714285714285,98.57142857142858,0,356,21,20.63068735040288
131,28,3,1,25,154,20981,0,0.0,19.083969465648856,0,76,34,33.397766016168546
97,8,1,1,7,41,5623,0,12.903225806451612,7.216494845360824,0,48,9,9.035078408303391
149,139,2,2,137,714,83755,0,0.0,91.94630872483222,0,300,12,12.158360367604883
99,30,2,1,28,146,20222,0,3.225806451612903,28.28282828282828,0,76,6,6.053656261272195
117,69,1,1,68,364,44970,0,35.483870967741936,58.119658119658126,0,244,14,13.978969506071522
92,27,2,2,25,165,17531,0,3.8461538461538463,27.17391304347825,0,104,19,19.16146871888465
148,97,3,3,94,512,63379,0,23.809523809523807,63.51351351351351,0,244,42,40.34442270449237
125,103,1,0,102,537,68862,0,15.384615384615383,81.6,0,356,6,6.165197551386669
148,112,1,0,111,571,69258,0,0.0,75.0,0,300,4,3.959583350736253
136,81,2,2,79,409,53349,0,9.523809523809524,58.08823529411765,0,273,27,26.999985247306327
150,76,2,2,74,409,47131,0,38.46153846153847,49.333333333333336,0,217,11,11.114849585017716
135,35,2,2,33,167,25006,0,0.0,24.444444444444443,0,105,29,28.20570241128713
115,48,1,1,47,240,28570,0,7.6923076923076925,40.869565217391305,1,274,19,18.94398857128432
140,139,1,1,138,718,89862,0,14.285714285714285,98.57142857142858,1,358,21,20.73620818867876
134,85,3,3,82,449,53625,0,38.095238095238095,61.19402985074627,1,218,21,21.4492738966931
150,60,3,2,57,330,38405,0,14.285714285714285,38.0,1,162,31,30.876776475989985
112,18,1,0,17,98,10940,0,3.8461538461538463,15.178571428571429,1,78,40,39.97816607551955
145,142,1,1,141,683,90711,0,14.285714285714285,97.24137931034484,1,358,21,20.98495980851221
140,123,2,2,121,626,74756,0,4.761904761904762,86.42857142857143,1,330,17,17.023639484015305
111,47,2,1,45,257,24841,0,16.129032258064516,40.54054054054054,1,134,7,7.135934863484877
96,26,1,1,25,142,19626,0,15.384615384615383,26.041666666666668,1,135,37,36.52604990350643
136,81,2,2,79,409,53349,0,9.523809523809524,58.08823529411765,1,275,27,26.998963122290448
109,72,2,2,70,359,42965,0,38.46153846153847,64.22018348623854,1,219,20,20.228116427242423
135,35,2,2,33,167,25006,0,0.0,24.444444444444443,1,107,29,28.2039282685944
98,23,2,2,21,126,15165,0,3.8461538461538463,21.428571428571427,1,79,12,11.638068376008746
150,76,2,2,74,413,47131,0,38.46153846153847,49.333333333333336,0,220,11,11.08913836950908
142,32,3,3,29,180,20267,0,3.8461538461538463,20.422535211267608,0,80,9,8.933752025831794
86,74,2,1,72,376,48112,0,16.129032258064516,83.72093023255815,0,192,4,3.944226883136949
145,142,1,1,141,684,90711,0,14.285714285714285,97.24137931034484,0,360,21,21.050040726519185
83,52,2,2,50,270,35502,0,19.047619047619047,60.24096385542169,0,192,24,24.170583357504043
127,56,1,1,55,290,38304,0,12.903225806451612,43.30708661417323,0,276,4,3.9269126577780895
150,63,3,2,60,337,40566,0,14.285714285714285,40.0,0,165,31,31.13368604470402
98,24,2,2,22,130,16141,0,3.8461538461538463,22.448979591836736,0,81,12,11.462152902387755
130,118,2,1,116,615,70339,0,41.935483870967744,89.23076923076924,0,221,12,12.376740527451844
129,54,3,1,51,311,35208,0,3.225806451612903,39.53488372093023,0,109,9,8.99468621122601
150,78,2,2,76,417,48074,0,38.46153846153847,50.66666666666667,0,222,11,11.02150030871801
121,5,2,0,3,44,3601,0,16.129032258064516,2.479338842975207,0,26,6,5.873723542493693
145,143,1,1,142,686,90936,0,14.285714285714285,97.93103448275862,0,362,21,21.34112965588993
111,85,2,2,83,435,50797,0,0.0,74.77477477477478,0,307,29,28.988214276338358
131,29,3,3,26,166,21928,0,0.0,19.84732824427481,0,83,34,34.116119445086454
135,37,2,1,35,176,26525,0,0.0,25.925925925925924,0,111,29,28.740945008255736
98,25,2,2,23,133,16604,0,3.8461538461538463,23.46938775510204,0,83,12,12.070523688962354
110,44,1,0,43,205,25882,0,14.285714285714285,39.09090909090909,0,167,19,18.855145801722543
150,63,3,2,60,346,40566,0,14.285714285714285,40.0,0,168,31,31.18611732394443
92,30,2,1,28,181,19086,0,3.8461538461538463,30.434782608695656,0,112,19,19.08442663874645
121,5,2,0,3,48,3601,0,16.129032258064516,2.479338842975207,0,28,6,5.812362419635477
131,29,3,3,26,167,21928,0,0.0,19.84732824427481,1,85,34,34.06585765689984
142,35,3,2,32,195,22048,0,3.8461538461538463,22.53521126760564,1,85,9,8.862578946912848
99,33,2,2,31,164,21936,0,3.225806451612903,31.313131313131315,1,85,6,5.979843876699093
121,5,2,0,3,50,3601,0,16.129032258064516,2.479338842975207,1,29,6,5.919479029199877
125,104,1,0,103,543,69094,0,15.384615384615383,82.39999999999999,1,365,6,6.150917867791364
148,113,1,0,112,580,69963,0,0.0,75.67567567567568,1,309,4,3.986747228701248
115,49,1,1,48,247,29100,1,7.6923076923076925,41.73913043478261,1,282,19,19.12070141637993
98,26,2,2,24,137,17027,1,3.8461538461538463,24.489795918367346,1,86,12,11.975333467765964
110,66,2,2,64,319,43098,1,38.095238095238095,58.18181818181818,1,226,35,34.85183868545006
130,119,2,2,117,625,70830,1,41.935483870967744,90.0,1,226,12,12.050720394313842
109,10,2,0,8,50,6691,1,16.129032258064516,7.339449541284404,1,30,3,3.3386579404190826
148,101,3,3,98,532,66059,1,23.809523809523807,66.21621621621621,1,254,42,42.16493890203439
145,144,1,1,143,688,91671,1,14.285714285714285,98.6206896551724,1,366,21,20.86721392903492
140,126,2,2,124,638,76432,1,4.761904761904762,88.57142857142857,1,338,17,17.06935827639741
109,74,2,2,72,373,43874,1,38.46153846153847,66.05504587155964,0,227,20,19.77449934387893
141,17,3,3,14,111,11349,1,14.285714285714285,9.929078014184398,0,59,5,5.24343271341813
98,26,2,2,24,138,17027,1,3.8461538461538463,24.489795918367346,0,87,12,12.068916056887034
97,10,1,1,9,54,6890,0,12.903225806451612,9.278350515463918,0,60,9,8.98216820319199
110,44,1,1,43,208,25882,0,14.285714285714285,39.09090909090909,0,172,19,19.072633558034585
109,75,2,2,73,377,44268,0,38.46153846153847,66.97247706422019,0,229,20,19.987246387045403
150,80,2,2,78,429,49466,0,38.46153846153847,52.0,0,229,11,11.00788713119639
132,97,3,2,94,501,63404,0,16.129032258064516,71.21212121212122,0,173,6,5.904898732132509
135,39,2,2,37,184,27588,0,0.0,27.40740740740741,0,117,29,28.557204152630007
112,20,1,0,19,107,11559,0,3.8461538461538463,16.964285714285715,0,89,40,40.01941754880478
148,104,3,3,101,541,68504,0,23.809523809523807,68.24324324324324,0,257,42,41.80739044846579
128,121,1,1,120,612,75511,0,0.0,93.75,0,313,19,19.06653192096975
111,86,2,2,84,445,51704,0,0.0,75.67567567567568,0,314,29,29.089868409981374
96,28,1,1,27,151,20943,0,15.384615384615383,28.125,0,146,37,36.58619493516723
131,33,3,3,30,178,24160,0,0.0,22.900763358778622,0,90,34,33.6324783584018
134,92,3,3,89,476,58065,0,38.095238095238095,66.4179104477612,0,230,21,20.872518518458904
150,66,3,2,63,361,42571,0,14.285714285714285,42.0,0,174,31,31.394485016955016
86,76,1,1,75,392,49669,0,16.129032258064516,87.20930232558139,0,202,4,4.763599138627583
87,7,1,0,6,32,3865,0,16.129032258064516,6.896551724137931,0,34,11,11.041108991519152
98,28,2,2,26,145,18025,0,3.8461538461538463,26.53061224489796,0,91,12,12.047249939146935
117,71,1,1,70,377,46509,0,35.483870967741936,59.82905982905983,0,259,14,14.026333479097744
129,60,3,2,57,339,39710,0,3.225806451612903,44.18604651162791,0,119,9,9.120815188992722
111,53,2,1,51,284,28210,0,16.129032258064516,45.94594594594595,0,147,7,7.659784739449392
150,66,3,2,63,364,42571,0,14.285714285714285,42.0,1,176,31,31.188502691996703
149,145,2,2,143,743,87067,0,0.0,95.9731543624161,1,316,12,11.881321717993572
145,145,1,1,144,692,92103,0,14.285714285714285,99.3103448275862,1,372,21,20.980967311420684
127,57,1,1,56,299,39055,0,12.903225806451612,44.09448818897638,1,288,4,4.001625672862943
98,28,2,2,26,146,18025,0,3.8461538461538463,26.53061224489796,1,93,12,12.03103001619435
86,77,1,0,76,395,49964,0,16.129032258064516,88.37209302325581,1,205,4,3.858529256879379
130,121,2,2,119,637,72161,0,41.935483870967744,91.53846153846152,1,233,12,11.774501910740083
110,44,1,1,43,210,25882,0,14.285714285714285,39.09090909090909,1,177,19,19.06520078786868
140,128,2,2,126,649,77350,0,4.761904761904762,90.0,1,345,17,17.081366779091198
125,104,1,1,103,547,69094,0,15.384615384615383,82.39999999999999,1,373,6,5.707939177683798
111,88,2,2,86,450,52723,0,0.0,77.47747747747748,0,318,29,28.993682866872646
109,77,2,2,75,384,45303,0,38.46153846153847,68.80733944954129,0,234,20,19.404199279259288
150,67,3,2,64,368,42803,0,14.285714285714285,42.66666666666667,0,178,31,30.990260685620758
139,75,2,2,73,393,47202,0,16.129032258064516,52.51798561151079,0,206,13,13.368290309042791
87,8,1,0,7,37,4623,0,16.129032258064516,8.045977011494253,0,38,11,10.958867419399624
150,83,2,2,81,438,51398,0,38.46153846153847,54.0,0,235,11,11.078705533666133
125,104,1,1,103,549,69094,0,15.384615384615383,82.39999999999999,0,375,6,5.718799181558566
127,58,1,1,57,303,39454,0,12.903225806451612,44.881889763779526,0,291,4,3.951158867442942
110,55,2,1,53,293,32891,0,16.129032258064516,48.18181818181818,0,152,2,1.9523545410463756
131,36,3,3,33,190,25790,0,0.0,25.19083969465649,0,96,34,32.90165321265472
143,12,3,1,9,78,9610,0,19.047619047619047,6.293706293706294,0,40,26,25.937545939461373
132,73,1,1,72,379,42401,0,16.129032258064516,54.54545454545454,0,376,10,10.00286412977745
150,106,2,2,104,537,69763,0,14.285714285714285,69.33333333333334,0,376,38,37.58589566389561
130,123,2,2,121,642,73850,0,41.935483870967744,93.07692307692308,0,236,12,12.144699720168733
112,21,0,0,21,113,13146,0,3.8461538461538463,18.75,0,96,40,40.01306033258676
109,14,2,0,12,65,9731,0,16.129032258064516,11.009174311926609,0,40,3,2.654410999129553
125,105,1,1,104,551,69465,0,15.384615384615383,83.2,0,376,6,5.718865178311276
117,31,1,1,30,206,19195,0,23.809523809523807,25.64102564102564,0,264,24,23.97834483068415
97,11,1,1,10,63,7269,1,12.903225806451612,10.309278350515465,0,69,9,8.975879364952064
142,44,3,1,41,228,28124,1,3.8461538461538463,28.87323943661972,0,97,9,11.086995592331236
130,123,2,2,121,644,73850,1,41.935483870967744,93.07692307692308,0,237,12,12.053499707011229
148,106,3,3,103,557,69619,1,23.809523809523807,69.5945945945946,0,265,42,42.0178648535688
83,58,2,2,56,297,39118,1,19.047619047619047,67.46987951807229,0,209,24,24.063248250556413
131,38,3,3,35,198,26340,1,0.0,26.7175572519084,1,99,34,34.138392102140145
135,43,2,2,41,201,31183,1,0.0,30.37037037037037,1,127,29,28.791254917281336
121,10,2,0,8,71,6901,1,16.129032258064516,6.6115702479338845,1,43,6,6.040226353681149
99,39,2,2,37,194,25895,0,3.225806451612903,37.37373737373738,1,100,6,5.901817161916156
118,65,1,1,64,359,39715,0,7.6923076923076925,54.23728813559322,1,296,9,8.642103970574468
127,58,1,1,57,306,39454,0,12.903225806451612,44.881889763779526,1,296,4,3.9390968497971386
132,74,1,1,73,385,43153,0,16.129032258064516,55.3030303030303,0,381,10,10.32469742417176
135,43,2,2,41,203,31183,0,0.0,30.37037037037037,0,129,29,28.2264175344733
118,66,1,0,65,361,40255,0,7.6923076923076925,55.08474576271186,0,297,9,8.987227407498509
148,106,3,3,103,561,69619,0,23.809523809523807,69.5945945945946,0,269,42,41.83949556201279
136,89,2,1,87,442,59831,0,9.523809523809524,63.97058823529412,0,298,27,26.898281456695045
131,40,3,3,37,204,27497,0,0.0,28.24427480916031,0,102,34,33.30201969399009
132,105,3,3,102,544,67585,0,16.129032258064516,77.27272727272727,0,186,6,5.743718469369426
142,47,3,2,44,243,30068,0,3.8461538461538463,30.985915492957744,0,102,9,8.720541258329334
150,107,2,2,105,545,70693,0,14.285714285714285,70.0,0,382,38,37.54271132983264
139,79,3,2,76,415,47985,0,16.129032258064516,54.67625899280576,0,214,13,13.465734631432
148,37,2,2,35,224,26271,0,14.285714285714285,23.64864864864865,0,158,26,26.019939313713408
135,46,2,2,44,210,32959,0,0.0,32.592592592592595,0,131,29,28.72512621690727
92,36,2,2,34,213,22633,0,3.8461538461538463,36.95652173913043,0,131,19,19.144564199021048
87,11,1,0,10,47,6087,0,16.129032258064516,11.494252873563218,0,47,11,10.97499334986192
132,76,1,0,75,389,44458,0,16.129032258064516,56.81818181818182,0,384,10,9.964094902363072
110,47,1,1,46,221,27738,0,14.285714285714285,41.81818181818181,0,188,19,18.854580785863405
109,16,2,1,14,80,10425,0,16.129032258064516,12.844036697247708,0,48,3,2.9855251803050606
148,37,2,2,35,227,26271,0,14.285714285714285,23.64864864864865,0,160,26,26.03582072823862
98,31,2,2,29,167,20248,1,3.8461538461538463,29.59183673469388,0,105,12,11.884690649858172
110,47,1,1,46,222,27738,1,14.285714285714285,41.81818181818181,0,189,19,18.82221324778108
125,107,1,1,106,559,70816,1,15.384615384615383,84.8,0,385,6,5.857839615532171
131,41,3,3,38,212,28046,0,0.0,29.00763358778626,1,106,34,33.4130494507403
150,87,3,2,84,465,53349,0,38.46153846153847,56.00000000000001,1,246,11,10.49713826413737
135,46,2,2,44,213,32959,0,0.0,32.592592592592595,1,134,29,28.65441493415598
110,72,2,2,70,349,47684,0,38.095238095238095,63.63636363636363,1,246,35,34.99410187854643
111,59,1,1,58,314,32822,0,16.129032258064516,52.25225225225225,1,162,7,6.1310576815428846
115,54,2,1,52,266,31554,0,7.6923076923076925,45.21739130434783,1,303,19,18.828189784709835
150,87,3,2,84,465,53349,0,38.46153846153847,56.00000000000001,1,247,11,10.49713826413737
139,80,2,1,78,425,50858,0,16.129032258064516,56.11510791366906,1,219,13,12.4437783178562
136,90,2,1,88,451,60637,0,9.523809523809524,64.70588235294117,0,304,27,26.46570590910757
109,85,2,2,83,411,49691,0,38.46153846153847,76.14678899082568,0,248,20,19.56930079815926
110,47,1,1,46,223,27738,0,14.285714285714285,41.81818181818181,0,192,19,18.79618171528888
125,107,1,1,106,560,70816,0,15.384615384615383,84.8,0,388,6,5.933676424520414
111,61,2,1,59,318,33164,0,16.129032258064516,53.15315315315316,0,164,7,7.062469297894282
115,55,2,1,53,270,32320,0,7.6923076923076925,46.08695652173913,0,305,19,18.89125056433637
139,81,2,1,79,429,51530,0,16.129032258064516,56.83453237410072,0,221,13,12.54332168629277
112,24,1,0,23,121,14550,0,3.8461538461538463,20.535714285714285,0,109,40,39.9748435757772
121,12,2,2,10,87,8308,0,16.129032258064516,8.264462809917356,0,53,6,6.007100562571807
140,131,1,1,130,667,79474,0,4.761904761904762,92.85714285714286,0,361,17,16.963118359673174
117,33,1,1,32,217,20316,0,23.809523809523807,27.35042735042736,0,277,24,24.038134327383677
148,117,1,1,116,603,71502,0,0.0,78.37837837837837,0,333,4,3.708522366989669
136,90,2,2,88,455,60637,0,9.523809523809524,64.70588235294117,0,306,27,26.99315297420232
110,59,2,1,57,316,34534,0,16.129032258064516,51.81818181818182,0,166,2,2.5655316432037267
128,123,1,1,122,626,76760,0,0.0,95.3125,0,334,19,18.99157771428709
127,60,1,1,59,317,40443,0,12.903225806451612,46.45669291338583,0,306,4,4.000408744584789
132,111,3,3,108,570,71360,0,16.129032258064516,81.81818181818183,0,195,6,5.610675222498188
150,75,3,3,72,405,47939,0,14.285714285714285,48.0,0,195,31,31.757174423226655
135,48,2,2,46,220,34456,0,0.0,34.07407407407408,0,139,29,28.89744616389977
139,81,2,2,79,433,51530,0,16.129032258064516,56.83453237410072,0,223,13,12.400619550085835
123,1,1,0,0,1,0,0,9.67741935483871,0.0,0,0,7,7.052910682986706
111,1,1,0,0,1,0,0,11.538461538461538,0.0,0,0,9,9.831499496236075
139,81,2,2,79,435,51530,0,16.129032258064516,56.83453237410072,0,224,13,12.45375050323652
117,74,1,1,73,397,48173,0,35.483870967741936,62.39316239316239,0,280,14,14.298071047170891
112,24,1,1,23,122,14550,0,3.8461538461538463,20.535714285714285,0,112,40,39.80584697281826
92,40,2,2,38,232,24619,0,3.8461538461538463,41.30434782608695,0,140,19,19.595341082885867
140,132,1,1,131,669,80346,0,4.761904761904762,93.57142857142856,0,364,17,17.129650416081134
80,1,1,0,0,1,0,0,9.67741935483871,0.0,0,0,17,16.71803709115325
111,92,2,2,90,475,54952,0,0.0,81.08108108108108,1,337,29,28.808055818908784
141,26,3,2,23,166,16545,0,14.285714285714285,16.312056737588655,1,85,5,4.870492881012481
99,45,2,1,43,221,30215,0,3.225806451612903,43.43434343434344,1,113,6,6.536314544550592
130,128,1,1,127,670,77853,0,41.935483870967744,97.6923076923077,1,254,12,12.01598171580595
148,111,3,3,108,589,71873,0,23.809523809523807,72.97297297297297,1,282,42,41.99325578768859
127,61,1,1,60,321,41248,0,12.903225806451612,47.24409448818898,1,310,4,4.08768971649603
148,41,2,2,39,243,29233,0,14.285714285714285,26.351351351351347,1,170,26,25.92076510112726
117,75,1,1,74,401,48481,0,35.483870967741936,63.24786324786324,0,283,14,13.826929106154935
87,13,1,1,12,57,6913,0,16.129032258064516,13.79310344827586,0,59,11,11.080662248868478
141,27,3,2,24,173,17123,0,14.285714285714285,17.02127659574468,0,88,5,4.851981093679072
143,20,3,2,17,122,14849,0,19.047619047619047,11.888111888111888,0,60,26,26.02612088102019
142,54,3,3,51,278,34993,0,3.8461538461538463,35.91549295774648,0,116,9,8.288392548910863
98,35,2,2,33,186,22096,0,3.8461538461538463,33.6734693877551,0,116,12,11.09418484000686
86,81,1,1,80,417,51826,0,16.129032258064516,93.02325581395348,0,228,4,4.0908183859308025
136,94,2,1,92,467,63063,0,9.523809523809524,67.64705882352942,0,313,27,26.76779246380262
110,62,2,1,60,328,36492,0,16.129032258064516,54.54545454545454,0,173,2,1.9429140687805244
110,74,2,2,72,362,49375,0,38.095238095238095,65.45454545454545,0,257,35,35.0025750743405
141,28,3,3,25,179,17444,0,14.285714285714285,17.73049645390071,0,90,5,5.0276270681973045
134,99,2,2,97,518,63069,0,38.095238095238095,72.38805970149254,0,258,21,21.07222652822908
142,55,3,3,52,283,35199,0,3.8461538461538463,36.61971830985916,0,118,9,9.319821586129777
87,14,1,1,13,61,7493,0,16.129032258064516,14.942528735632186,0,62,11,10.951304914414736
148,41,2,2,39,248,29233,0,14.285714285714285,26.351351351351347,0,174,26,26.163630117003564
150,113,2,2,111,574,74436,0,14.285714285714285,74.0,0,399,38,38.07135981772696
139,84,2,2,82,448,52404,0,16.129032258064516,58.992805755395686,0,231,13,13.55733463868252
92,41,2,2,39,242,25588,0,3.8461538461538463,42.391304347826086,0,147,19,18.79684690501541
121,15,2,2,13,106,10420,0,16.129032258064516,10.743801652892564,0,63,6,6.094898524968599
128,124,1,1,123,633,77523,0,0.0,96.09375,0,343,19,18.98234316424187
148,118,1,1,117,613,71847,0,0.0,79.05405405405406,0,343,4,3.887590225077034
143,23,3,0,20,130,15927,0,19.047619047619047,13.986013986013988,1,64,26,26.02741348510968
115,56,1,0,55,287,34989,0,7.6923076923076925,47.82608695652174,1,317,19,19.65652654613747
97,15,1,1,14,87,9622,0,12.903225806451612,14.432989690721648,1,93,9,8.93073707027527
132,78,1,0,77,404,45644,0,16.129032258064516,58.333333333333336,1,401,10,9.986506836983397
135,50,2,2,48,233,35104,0,0.0,35.55555555555556,1,149,29,28.60446816210857
111,95,2,2,93,489,57286,0,0.0,83.78378378378379,0,346,29,29.5088952065728
115,56,1,0,55,288,34989,0,7.6923076923076925,47.82608695652174,0,318,19,19.67310552387586
136,95,2,2,93,473,63401,0,9.523809523809524,68.38235294117648,0,318,27,27.275837316150287
150,78,3,3,75,424,49610,0,14.285714285714285,50.0,0,206,31,31.70430529645118
99,49,2,1,47,243,32419,0,3.225806451612903,47.474747474747474,0,122,6,6.130329631994542
110,49,1,1,48,233,29254,0,14.285714285714285,43.63636363636363,0,206,19,18.981721716418875
128,124,1,1,123,634,77523,0,0.0,96.09375,0,346,19,18.995396113923743
148,119,1,1,118,616,72138,0,0.0,79.72972972972973,0,346,4,3.8953101793636193
111,95,2,2,93,491,57286,0,0.0,83.78378378378379,0,347,29,29.48069329020133
136,96,2,2,94,476,63617,0,9.523809523809524,69.11764705882352,0,319,27,26.91417731091657
139,85,2,2,83,456,53119,0,16.129032258064516,59.71223021582733,0,235,13,13.06391594096364
130,130,1,1,129,681,79731,0,41.935483870967744,99.23076923076924,0,263,12,11.921920968294629
141,29,3,3,26,189,17650,0,14.285714285714285,18.43971631205673,0,96,5,5.093066877463841
112,26,1,0,25,132,15632,0,3.8461538461538463,22.321428571428573,0,124,40,40.11951246488549
87,15,1,1,14,67,8295,0,16.129032258064516,16.091954022988507,0,68,11,11.079897900744484
125,111,1,1,110,575,73187,0,15.384615384615383,88.0,0,404,6,6.066469901116321
83,66,2,2,64,334,44265,0,19.047619047619047,77.10843373493977,0,236,24,23.76895603369418
111,96,2,2,94,495,57820,0,0.0,84.68468468468468,0,349,29,28.949617644628475
123,6,3,0,3,33,4397,0,9.67741935483871,2.4390243902439024,0,13,7,6.9353248986494265
111,1,1,0,0,11,0,0,11.538461538461538,0.0,0,13,9,8.759868773767678
92,43,2,2,41,252,26551,0,3.8461538461538463,44.56521739130434,0,153,19,19.21407825863368
136,97,2,2,95,482,64424,0,9.523809523809524,69.85294117647058,0,322,27,26.969334502422285
143,24,3,2,21,144,16456,0,19.047619047619047,14.685314685314683,0,70,26,25.920974559231997
132,79,1,0,78,409,46532,0,16.129032258064516,59.09090909090909,0,406,10,9.960144681524769
128,125,1,1,124,638,78114,0,0.0,96.875,0,350,19,19.025778636080037
129,85,3,1,82,450,55647,0,3.225806451612903,63.565891472868216,0,154,9,8.484243220656438
117,36,1,1,35,231,22012,0,23.809523809523807,29.914529914529915,0,294,24,23.98370488713023
148,119,1,1,118,620,72138,0,0.0,79.72972972972973,0,350,4,3.9128926354792526
111,97,2,2,95,497,58430,0,0.0,85.58558558558559,1,351,29,28.89009642822772
96,37,1,1,36,183,26070,0,15.384615384615383,37.5,1,183,37,36.84192784324638
109,89,2,2,87,440,51466,0,38.46153846153847,79.81651376146789,1,267,20,20.24031700136608
132,122,3,2,119,622,77677,0,16.129032258064516,90.15151515151516,1,211,6,5.546209605906782
128,125,1,1,124,638,78114,0,0.0,96.875,1,351,19,19.047709517238403
111,97,2,2,95,497,58430,0,0.0,85.58558558558559,1,352,29,28.89009642822772
136,97,2,2,95,482,64424,0,9.523809523809524,69.85294117647058,1,324,27,26.92130844324653
110,69,2,2,67,351,40872,0,16.129032258064516,60.909090909090914,1,184,2,3.190859421358041
132,122,3,3,119,624,77677,0,16.129032258064516,90.15151515151516,1,212,6,5.448861759473815
132,80,1,0,79,412,46775,0,16.129032258064516,59.84848484848485,1,408,10,10.006514667085654
129,85,3,3,82,453,55647,0,3.225806451612903,63.565891472868216,1,156,9,8.318687122107306
125,111,1,1,110,577,73187,0,15.384615384615383,88.0,1,408,6,6.0651320998699845
131,52,3,3,49,262,35382,0,0.0,37.40458015267176,0,129,34,33.5931790537265
93,39,1,1,38,200,29634,0,15.384615384615383,40.86021505376344,0,185,29,29.043388245894462
129,87,3,2,84,457,56580,0,3.225806451612903,65.11627906976744,0,157,9,9.436292673253275
115,57,1,0,56,294,35517,1,7.6923076923076925,48.69565217391305,0,326,19,19.288973915123066
121,18,2,2,16,126,12076,1,16.129032258064516,13.223140495867767,0,74,6,6.051767429695033
111,68,2,1,66,356,37036,1,16.129032258064516,59.45945945945946,0,186,7,6.937167450063285
148,120,1,1,119,624,73077,1,0.0,80.4054054054054,0,354,4,3.905969904613997
123,7,3,0,4,48,5285,0,9.67741935483871,3.252032520325204,0,19,7,6.944865689526935
87,18,1,1,17,76,10531,0,16.129032258064516,19.54022988505747,0,75,11,11.095210281349368
136,98,2,1,96,490,64949,0,9.523809523809524,70.58823529411765,0,328,27,26.27758130018061
123,7,3,1,4,51,5285,0,9.67741935483871,3.252032520325204,0,20,7,6.6587572933944585
